timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-05T08:32:58,codecarbon,2e040b63-e8d8-483c-9cd0-e4ca0ecbe8f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0191674999950919,4.5863633019743526e-10,2.392781167679012e-08,42.5,0.0,5.898877143859863,1.898640277684333e-07,0,3.065777538465188e-09,1.929298053068985e-07,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,-71.2,46.8,15.730339050292969,machine,N,1.0
2025-03-05T08:38:31,codecarbon,266ed459-13a6-4cb9-835c-fd6135b63d30,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0125764999975217,9.347880868696032e-08,7.432815863346773e-06,42.5,0.0,5.898877143859863,1.288623610485552e-07,0,2.1629216124641542e-09,1.3102528266101936e-07,India,IND,odisha,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,83.9764,21.4668,15.730339050292969,machine,N,1.0
2025-03-05T08:40:07,codecarbon,db66d580-7738-4487-ae2b-aa28bb1cac17,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0143138999992515,1.1085483918350257e-07,7.744558728878828e-06,42.5,0.0,5.898877143859863,1.5236013891303126e-07,0,3.020388956130379e-09,1.5538052786916164e-07,India,IND,odisha,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,83.9764,21.4668,15.730339050292969,machine,N,1.0
2025-03-05T09:06:06,codecarbon,87bece18-72fb-4613-91ca-48855583974f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0154686000023502,1.240231453978663e-07,8.01773563082776e-06,42.5,0.0,5.898877143859863,1.696694445046079e-07,0,4.168539852705856e-09,1.7383798435731377e-07,India,IND,odisha,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,83.9764,21.4668,15.730339050292969,machine,N,1.0
2025-03-05T09:07:37,codecarbon,0aba071a-475b-439d-9229-f3ba1fc63216,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0145726000046124,1.079670152537216e-07,7.408905426591566e-06,42.5,0.0,5.898877143859863,1.48844444498132e-07,0,2.488343011587245e-09,1.5133278750971925e-07,India,IND,odisha,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,83.9764,21.4668,15.730339050292969,machine,N,1.0
2025-03-05T09:08:49,codecarbon,7080cc67-94ed-46f6-b1b4-8e5b2895e14b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0207922999979928,5.264870492650287e-10,2.532125110333409e-08,42.5,0.0,5.898877143859863,2.1766020832829882e-07,0,3.8116577743693874e-09,2.214718661026682e-07,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,-71.2,46.8,15.730339050292969,machine,N,1.0
2025-03-05T10:25:22,codecarbon,02fefa23-c6ae-4139-ac4b-2be2ca73d972,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0163717000032193,3.9034558491855815e-10,2.38427032526739e-08,42.5,0.0,5.898877143859863,1.6101479170881956e-07,0,3.187851523402049e-09,1.642026432322216e-07,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,-71.2,46.8,15.730339050292969,machine,N,1.0
2025-03-05T10:47:54,codecarbon,e8d1ada2-8f41-40e6-90b0-4a63748d11c9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.012973500000953209,1.0060326812450504e-07,7.754520223310084e-06,42.5,0.0,5.898877143859863,1.3864326391639124e-07,0,2.3680714631356402e-09,1.410113353795269e-07,India,IND,odisha,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,,,83.9764,21.4668,15.730339050292969,machine,N,1.0
